id_question	question	domain_type	comparison	assessment	detail	scope	entities
470	What facilities does Hotel Henry have?#	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
471	Why is Hotel Hannah in a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
472	What is the room of hotel levi like?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
473	Why is Hotel Henry a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
474	Why is Hotel Henry cheaper than the others?	domain	comparative	why-recommended	aspect	single	['Hotel Henry']
475	Why is Hotel Penelope described as having a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
476	What is bad about hotel Henry?	domain	non-comparative	subjective	overall	single	['Hotel Henry']
477	why does hotel penelope have a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
478	why is hotel emily a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
479	where is hotel levi located?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
480	how is the food at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
481	what facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
482	what is the room at hotel aria like?	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
483	what beverages are available at hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
484	does the construction noise effect your stay at hotel levihotel levi hotel levi	domain	non-comparative	subjective	aspect	tuple	['Hotel Levi', 'Hotel Levi']
485	how expensive was the wifi at hotel penelope	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
486	was it too noisy at the hotel amelia	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
487	is there a bath in bathrooms for hotel emily	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
488	Why is Penelope lower rated than Emily?	domain	comparative	why-recommended	overall	tuple	['Hotel Penelope', 'Hotel Emily']
489	is there noise from the street in hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
490	Why is Hotel Hannah most highly rated?	domain	comparative	why-recommended	overall	single	['Hotel Hannah']
491	Are any rooms particularly small?	domain	non-comparative	subjective	aspect	indefinite	[]
492	Are any rooms particularly small?	domain	non-comparative	subjective	aspect	indefinite	[]
493	Which hotel has the biggest rooms?	domain	comparative	factoid	aspect	indefinite	[]
494	How are the facilities at Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
495	Is Hotel Henry value for money?	domain	non-comparative	subjective	overall	single	['Hotel Henry']
496	Are there any negatives to Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
497	Which hotels have the most comfortable beds?	domain	comparative	subjective	aspect	indefinite	[]
498	Why did you recommend hotels in completely different locations?	domain	non-comparative	why-recommended	aspect	indefinite	[]
499	Why are some hotels more expensive?	domain	comparative	why-recommended	aspect	indefinite	[]
500	Why hotel is most comfortable?	domain	comparative	why-recommended	overall	indefinite	[]
501	Which hotel has the best views?	domain	comparative	subjective	aspect	indefinite	[]
502	Is the staff good at Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
503	Is hotel Aria close to a station?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
504	What facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
505	Do any not have lifts?	domain	comparative	factoid	aspect	indefinite	[]
506	What makes the room great at hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
507	Which has the nicest bathrooms?	domain	comparative	subjective	aspect	indefinite	[]
508	Why is hotel levi in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
509	Why is Hotel Emily a good choice	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
510	Why is Hotel Penelope a good choice	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
511	Which is the best value for money?	domain	comparative	subjective	aspect	indefinite	[]
512	What makes hotel henry have a very good price?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
513	Which hotel has the best room	domain	comparative	subjective	aspect	indefinite	[]
514	Which hotels cater for vegetarians	domain	comparative	factoid	aspect	indefinite	[]
515	I am concerned with price and although the room for Hotel emily seems reasonable, the reviews mention lots of extra costs	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
516	what makes hotel penelope a very good location	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
517	Wgich hotels cater for vegans	domain	comparative	factoid	aspect	indefinite	[]
518	Which hotels cater for vegans	domain	comparative	factoid	aspect	indefinite	[]
519	Which hotels cater for handicapped people	domain	comparative	factoid	aspect	indefinite	[]
520	Which hotels have free wifi?	domain	comparative	factoid	aspect	indefinite	[]
521	Which hotels have swimming pools	domain	comparative	factoid	aspect	indefinite	[]
522	What facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
523	Which hotels have gyms	domain	comparative	factoid	aspect	indefinite	[]
524	What makes the room great at hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
525	Why is hotel levi in a good location?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
526	what makes hotel penelope a very good location	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
527	Which hotels have good viewa	domain	comparative	subjective	aspect	indefinite	[]
528	what makes hotel penelope a very good location	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
529	which hotels have harbour views	domain	non-comparative	factoid	aspect	indefinite	[]
530	Which hotels have rooms with jacuzzis	domain	comparative	factoid	aspect	indefinite	[]
531	Which hotel is the best value?	domain	comparative	subjective	aspect	indefinite	[]
532	Why is Hotel Amelia considered a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
533	Which hotel is cheapest	domain	comparative	factoid	aspect	indefinite	[]
534	What is great about hotel Amelia?	domain	non-comparative	subjective	overall	single	['Hotel Amelia']
535	Which hotelis second cheapest?	domain	comparative	factoid	aspect	indefinite	[]
536	Why is Hotel Penelope's location good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
537	which hotel is third cheapest	domain	comparative	factoid	aspect	indefinite	[]
538	Does Hotel Levi provide toiletries?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
539	What is the location of Hotel Levi like?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
540	Why is hotel Hannah great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
541	Why is Hotel Emily so expensive?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
542	Why is the Hotel Penelope room only good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
543	which hotel has the most spacious rooms	domain	comparative	factoid	aspect	indefinite	[]
544	What are food and beverages like at Hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
545	What is good about hotel Emily?	domain	non-comparative	subjective	overall	single	['Hotel Emily']
546	Is hotel Penelope a good room>	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
547	Why is Hotel Emily more expensive, yet only 4.5* compared to Hotel Hannah?	domain	comparative	why-recommended	aspect	tuple	['Hotel Emily', 'Hotel Hannah']
548	Does Hotel Amelia offer free Wifi?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
549	How would you rate the overall experience of your stay?	domain	non-comparative	subjective	overall	indefinite	[]
550	Why does Hotel Emily have great facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
551	Which hotel had better value for money?	domain	comparative	subjective	aspect	indefinite	[]
552	How big are the rooms in Hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
553	Do you have to pay resort fees at the hotels?	domain	non-comparative	factoid	aspect	indefinite	[]
554	Which hotel was better for location purposes?	domain	comparative	subjective	aspect	indefinite	[]
555	what make hotel emily well priced ?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
556	Are there any construction going on at any of the hotels?	domain	non-comparative	factoid	aspect	indefinite	[]
557	Why did Hotel Emily get negative reviews?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
558	Best hotel for price per room per night	domain	comparative	subjective	aspect	indefinite	[]
559	Are the rooms cleaned each day?	domain	non-comparative	factoid	aspect	indefinite	[]
560	Why did you recommend Hotel Emily to me?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
561	Does Hotel Levi offer any food options?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
562	What is the address of Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
563	Which hotel had the most reviews?	domain	comparative	factoid	overall	indefinite	[]
564	are hotel emilys facilities highly rated	domain	non-comparative	subjective	aspect	indefinite	[]
565	What was the most positive review for Hotel Emily?	domain	non-comparative	subjective	overall	single	['Hotel Emily']
566	Which hotel came out top with the reviews?	domain	comparative	factoid	overall	indefinite	[]
567	hotel emily facilities good	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
568	What were the reasons for negative reviews for Hotel Emily?	domain	non-comparative	subjective	overall	single	['Hotel Emily']
569	In Hotel Hannah why is the sink separated from the toilet?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
570	Best hotel for couples?	domain	comparative	subjective	aspect	indefinite	[]
571	Can I get breakfast at Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
572	What are the locations of the hotel and what makes the location so good?	domain	comparative	subjective	aspect	indefinite	[]
573	Which hotel has the best facilities	domain	comparative	subjective	aspect	indefinite	[]
574	Where is Hotel Penelope located in relation to main resteraunts?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
575	Why did Hotel Penelope get four out of five points?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
576	Why is Hotel Penelope a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
577	Best overall experience?	domain	comparative	subjective	overall	indefinite	[]
578	What are the facilities at Hotel Henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
579	why is the location of Hotel Hannah great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
580	Is noise an issue at any of the hotels?	domain	comparative	subjective	aspect	indefinite	[]
581	What did reviewers say about rooms at Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
582	What is the most popular hotel?	domain	comparative	subjective	overall	indefinite	[]
583	Are the bedding allergy free	domain	non-comparative	factoid	aspect	indefinite	[]
584	Is Hotel Henry for business or leisure?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
585	Which is the best option?	domain	comparative	subjective	overall	indefinite	[]
586	Why are the rooms good at Hotel Penelope?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
587	What is the best value?	domain	comparative	subjective	aspect	indefinite	[]
588	Hotel Emily and Hotel Henry are only one bed but the others are two, so why were these recommended?	domain	comparative	why-recommended	aspect	tuple	['Hotel Emily', 'Hotel Henry']
589	why does Hotel Levi have very good priced rooms?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
590	Which hotel has the best facilities?	domain	comparative	subjective	aspect	indefinite	[]
591	Which hotel has the most facilities?	domain	comparative	factoid	aspect	indefinite	[]
592	Why did you recommend Hotel Hannah to me?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
593	Can I get a sea view room at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
594	which room is the biggest?	domain	comparative	factoid	aspect	indefinite	[]
595	Why did you recommend the price at hotel hannah?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
596	what makes Hotel Amelia a good price?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
597	Which hotel has the best location?	domain	comparative	subjective	aspect	indefinite	[]
598	Which hotel is closer to popular attractions?	domain	comparative	factoid	aspect	indefinite	[]
599	Why did you recommend hotel Levi to me?	domain	non-comparative	why-recommended	overall	single	['Hotel Levi']
600	does the deal include breakfast	domain	non-comparative	factoid	aspect	indefinite	[]
601	Which hotel offers the best value?	domain	comparative	subjective	aspect	indefinite	[]
602	Why did you recommend Hotel Henry to me?	domain	non-comparative	why-recommended	overall	single	['Hotel Henry']
603	does HOTEL HANNAH come with breakfast	domain	non-comparative	factoid	aspect	single	['HOTEL HANNAH']
604	Which room has good views?	domain	comparative	subjective	aspect	indefinite	[]
605	Which hotel offers room service?	domain	comparative	factoid	aspect	indefinite	[]
606	Hotel Levi seems like the best option for me, so why wasn't this the first recommendation?	domain	non-comparative	why-recommended	overall	single	['Hotel Levi']
607	can i cheack in early for HOTEL EMILY	domain	non-comparative	factoid	aspect	single	['HOTEL EMILY']
608	Why did you recommend Hotel Penelope to me?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
609	Is the recommendation of Hotel Penelope based on the East Tower?	domain	non-comparative	subjective	aspect	tuple	['Hotel Penelope', 'East Tower']
610	Which hotel has the biggest rooms?	domain	comparative	factoid	aspect	indefinite	[]
611	how many people can stay at  HOTEL LEVI	domain	non-comparative	factoid	aspect	single	['HOTEL LEVI']
612	Is there a good view?	domain	non-comparative	subjective	aspect	indefinite	[]
613	Which hotel has the best refund policy?	domain	comparative	subjective	aspect	indefinite	[]
614	Are these the lowest priced hotels?	domain	comparative	factoid	aspect	indefinite	[]
615	Which hotel offers flexible booking?	domain	comparative	factoid	aspect	indefinite	[]
616	Which hotel has the best food?	domain	comparative	subjective	aspect	indefinite	[]
617	what facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
618	Why are the rooms good?	domain	non-comparative	why-recommended	aspect	indefinite	[]
619	why penelope good location	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
620	how far aria from market	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
621	which hotel is wheelchair accessible?	domain	comparative	factoid	aspect	indefinite	[]
622	Is the hotel child friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
623	what makes the food at hotel levi better than hotel penelope?	domain	comparative	subjective	aspect	tuple	['Hotel Levi', 'Hotel Penelope']
624	What is good about the location?	domain	non-comparative	subjective	aspect	indefinite	[]
625	Do you have swimming facilities?	domain	non-comparative	factoid	aspect	indefinite	[]
626	Does the room have a bath?	domain	non-comparative	factoid	aspect	indefinite	[]
627	Which is the best hotel for facilities?	domain	comparative	subjective	aspect	indefinite	[]
628	Does hotel emily have a bath tub?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
629	levi wi fi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
630	Does hotel Levi have a balcony?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
631	Which hotel is best value for money?	domain	comparative	subjective	aspect	indefinite	[]
632	How much is the penthouse room	domain	non-comparative	factoid	aspect	indefinite	[]
633	what beverages hannah	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
634	Does hotel hannah have a smoking room?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
635	does hotel levi have free food	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
636	which of the hotels is most popular?	domain	comparative	subjective	overall	indefinite	[]
637	what free food does hotel levi have?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
638	is there a pool?	domain	non-comparative	factoid	aspect	indefinite	[]
639	What is special about hotel Hannah?	domain	non-comparative	subjective	overall	single	['Hotel Hannah']
640	Does Hotel Emily have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
641	how are the beds at hotel penelope	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
642	Does Hotel Emily have a balcony?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
643	Why do none of the hotels have pools or gyms? This would make them more appealing.	domain	comparative	factoid	aspect	indefinite	[]
644	Does Hotel Emily have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
645	What makes the price of Hotel Levi very good?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
646	Does Hotel Hannah have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
647	Does Hotel Amelia have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
648	how are the bathrooms at hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
649	Are there any tourist attractions nearby any of the hotels?	domain	non-comparative	factoid	aspect	indefinite	[]
650	Is Hotel Emily worth the extra money?	domain	comparative	subjective	aspect	single	['Hotel Emily']
651	Are there any restaurants nearby?	domain	non-comparative	factoid	aspect	indefinite	[]
652	Which is best value hotel penelope or hotel amelia?	domain	comparative	subjective	overall	tuple	['Hotel Penelope', 'Amelia']
653	view at hotel aria	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
654	Which hotel is the best value for money?	domain	comparative	subjective	overall	indefinite	[]
655	view at hotel aria	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
656	Shoul I go to hotel hannah or hotel amelia?	domain	comparative	subjective	overall	tuple	['Hotel Hannah', 'Amelia']
657	which is the cheapest?	domain	comparative	factoid	aspect	indefinite	[]
658	Which is the biggest room?	domain	comparative	factoid	aspect	indefinite	[]
659	do any have a swimming pool?	domain	non-comparative	factoid	aspect	indefinite	[]
660	which has the best reviews?	domain	comparative	subjective	aspect	indefinite	[]
661	are any fully booked?	domain	non-comparative	factoid	overall	indefinite	[]
662	what makes the food at hotel levi better than hotel penelope?	domain	comparative	subjective	aspect	tuple	['Hotel Levi', 'Hotel Penelope']
663	What is the price?	domain	non-comparative	factoid	aspect	indefinite	[]
664	How long can I stay?	domain	non-comparative	factoid	aspect	indefinite	[]
665	How do you define expensive? Do you compare against facilities and what is included in the price?	domain	non-comparative	why-recommended	aspect	indefinite	[]
666	What makes a great location?	domain	non-comparative	why-recommended	aspect	indefinite	[]
667	Why does Hotel Hannah have the highest rating?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
668	What are the problems with hotel Emily?	domain	non-comparative	subjective	overall	single	['Hotel Emily']
669	How much does hotel Hannah cost?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
670	which hotel has the most central location?	domain	comparative	subjective	aspect	indefinite	[]
671	Which hotel has the worst location?	domain	comparative	subjective	aspect	indefinite	[]
672	Why is Hotel Levi's food good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
673	How is the food at Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
674	which hotel is by the coast	domain	comparative	factoid	aspect	indefinite	[]
675	which hotel has a pool	domain	comparative	factoid	aspect	indefinite	[]
676	which hotel has a spa?	domain	comparative	factoid	aspect	indefinite	[]
677	why is hotel emiliy a good location?	domain	non-comparative	why-recommended	aspect	indefinite	[]
678	which hotel has good views?	domain	comparative	subjective	aspect	indefinite	[]
679	which hotel has a restaurant?	domain	comparative	factoid	aspect	indefinite	[]
680	which hotel is close to public transport?	domain	comparative	subjective	aspect	indefinite	[]
681	why is it in a good location?	domain	non-comparative	why-recommended	aspect	indefinite	[]
682	why is hotel penelope in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
683	what food is there at hotel levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
684	is the food good at hotel chloe?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
685	Why is Hotel Penelope a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
686	what food is there at hotel aria?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
687	what is the food like at hotel aria?	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
688	What are the great facilities at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
689	Why is Hotel Hannah a great price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
690	why is hotel hannah in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
691	Why is Hotel Henry a ´very good price´?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
692	Why are Hotel Joseph facilities so good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Joseph']
693	How good is the room at Hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
694	Is the location at Hotel Chloe good?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
695	Why is Hotel Levi so cheap?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
696	What are Hotel Lily's facilities?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
697	Where is Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
698	How many reviews does Hotel Emily have?	domain	non-comparative	factoid	overall	single	['Hotel Emily']
699	What are Hotel Emilys facilities?	domain	non-comparative	factoid	aspect	single	['Hotel Emilys']
700	Does hotel Hannah have en suite bathroom?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
701	Does hotel Isaac have a restaurant?	domain	non-comparative	factoid	aspect	single	['Hotel Isaac']
702	Do any of the hotels have a pool?	domain	comparative	factoid	aspect	indefinite	[]
703	why does hotel carter have great food?	domain	non-comparative	why-recommended	aspect	single	['Hotel Carter']
704	Why is hotel Emily 4 and a half stars?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
705	Does hotel Amelia have en suite?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
706	why is hotel oliver five stars	domain	non-comparative	why-recommended	overall	single	['Hotel Oliver']
707	why does hotel levi cost less?	domain	comparative	why-recommended	aspect	single	['Hotel Levi']
708	Is hotel Levi near the main tourist attractions?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
709	why does hotel carter have good rooms?	domain	non-comparative	why-recommended	aspect	single	['Hotel Carter']
710	Why does hotel emily have a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
711	Is hotel Emily near the airport?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
712	Why is the food in hotel hannah recommended to me?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
713	Why was the room at hotel levi recommended to me?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
714	why choose hotel penelope when i wanted somewhere family friendly?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
715	Which hotel has the best reviews?	domain	comparative	subjective	aspect	indefinite	[]
716	Which hotel is closest to the airport?	domain	comparative	factoid	aspect	indefinite	[]
717	Do any allow pets?	domain	non-comparative	factoid	aspect	indefinite	[]
718	Which hotel has the best reviews?	domain	comparative	factoid	overall	indefinite	[]
719	which hotel has the biggest pool?	domain	comparative	factoid	aspect	indefinite	[]
720	why is this a good room	domain	comparative	why-recommended	aspect	indefinite	[]
721	do these hotels include breakfast?	domain	comparative	factoid	aspect	indefinite	[]
722	can i bring my dog?	domain	non-comparative	factoid	aspect	indefinite	[]
723	Which hotel is dog friendly?	domain	comparative	subjective	aspect	indefinite	[]
724	why  is the location good	domain	non-comparative	why-recommended	aspect	indefinite	[]
725	why is it worth the price	domain	non-comparative	why-recommended	aspect	indefinite	[]
726	why are the facilities good	domain	non-comparative	why-recommended	aspect	indefinite	[]
727	why recommend hotel hannah when i wanted a sea view?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
728	What is the customer like at Hotel Oliver?	domain	non-comparative	subjective	aspect	single	['Hotel Oliver']
729	Is Hotel Levi family friendly?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
730	Is Hotel Oliver family friendly?	domain	non-comparative	subjective	aspect	single	['Hotel Oliver']
731	What food is sold at Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
732	What is the best location?	domain	comparative	subjective	aspect	indefinite	[]
733	What is the best hotel for food?	domain	comparative	subjective	aspect	indefinite	[]
734	Which is the cheapest?	domain	comparative	factoid	aspect	indefinite	[]
735	which hotel has the best food	domain	comparative	subjective	aspect	indefinite	[]
736	hi is the hotel penelope suitable for famillies?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
737	how many eope does each room sleep?	domain	non-comparative	factoid	aspect	indefinite	[]
738	which hotel has the best location	domain	comparative	subjective	aspect	indefinite	[]
739	Which hotels have good service?	domain	comparative	subjective	aspect	indefinite	[]
740	what is the best hotel	domain	comparative	subjective	overall	indefinite	[]
741	does hotel Aria have a restaurant ?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
742	Can I pay at the hotel?	domain	non-comparative	factoid	aspect	indefinite	[]
743	should i stay at hotel lilly	domain	non-comparative	subjective	overall	indefinite	[]
744	are there any family rooms available?	domain	non-comparative	factoid	aspect	indefinite	[]
745	Can I pay at the hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
746	what facilities does hotel lily have	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
747	Which hotels are part of SPG?	domain	non-comparative	factoid	aspect	indefinite	[]
748	i don't think hotel penelope will be big enough for a family of 4?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
749	do i have to book a spa treatment or can i walk in?	domain	non-comparative	factoid	aspect	indefinite	[]
750	Which hotels are 5 star?	domain	non-comparative	factoid	overall	indefinite	[]
751	Why is the hotel emily a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
752	What is good about the room at hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
753	What is the room quality like at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
754	does hotel emily have twin beds	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
755	why does hotel evelyn charge 9.95 for wifi?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
756	What is a hotel hannah room great?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
757	Why are the rooms ood in hotel Penelope?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
758	What are the facilities at hotel henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
759	Is there a minimum night stay at Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
760	Is hotel emily in a good location	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
761	why is hotel emily expensive?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
762	Why is hotel levi rated 4 stars	domain	non-comparative	why-recommended	overall	single	['Hotel Levi']
763	Which hotel has the best location?	domain	comparative	subjective	aspect	indefinite	[]
764	does hotel penolpe have wifi	domain	non-comparative	factoid	aspect	indefinite	[]
765	what consists of great facilities at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
766	is hotel henry popular for the views?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
767	why is hote emily expensive?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
768	why is hotel lily a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
769	why is hotel henry a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
770	why is hotel emily great facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
771	why is hotel amelia a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
772	What facilities are at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
773	why is hotel penelope a good room	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
774	Why is the price very good for Hotel Emily?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
775	Why is the locations very good at Hotel Penelope?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
776	Why is the room good for Hotel Penelope?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
777	What is the rooms like in Hotel Henry?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
778	What is nearby the Hotel Chloe?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
779	What gives the Hotel Hannah 5 star rating?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
780	Why is the location great for Hotel Hannah?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
781	What makes the room a Hotel Hannah great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
782	Why is Hotel Penelope in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
783	Why is the price at Hotel Emily ""very good"" when it is the more expensive?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
